Yorum;Kategori
Hesabýma maaþ ve ek ders ücreti yattýðýnda mesaj gelmiyor;Bilgilendirme Eksikliði
Mardin alrbarak bankasý þubesi  temsilcisi burhan rüþvet istiyor bende vermiyorum hiç bir iþlemi yapmýyor;Personel
Son zamanlarda mobil bankacýlýða girerken PIN istiyor. Yazdýðýmda ekran donuyor. Ýþlemi yapamýyorum. Telefonu kapatýp açýyor veya baþka zaman denemek zorunda kalýyorum. 7-8 ay önce de sistem altyapýsý güncelleniyor diye uzunca bir zaman mobil bankacýlýðý kullanamamýþtým. Yazýlýmla ilgili sýkýntý var. Yoksa diðer konulardan memnunum;Aþýrý Güvenlik
Ben bir medikal malzeme firmasýnýn sahibiyim, en basit Türk vatandaþýna verilen kredi kartýna kaç defa baþvurdum ve sizden ret geliyor ve nedenini bilmiyorum?;Kart
"Kullanýþlý deðil gece para gönderemiyoruz
Bankamatik kartý ikide bir bozuluyor";Kullanýþsýz
Sistem çok aðýr çalýþýyor;Yavaþ
Bugün 3 adet eft iþlemi yapmak için mobilden yaklaþýk 5-6 defa giriþ çýkýþ yaptým. Sürekli hata verdi. Daha öncede bu problemi yaþadým.;Çalýþmýyor - Hata Veriyor
"Albarakatürk bankasýnda giþeler hep yoðun kalabalýk ve þübelerin çoðu yüzde 90 bile giþede tek kiþi çalýþýyor 
Her zaman yoðun ve iþlemler çok uzun sürüyor o kadar uzun sürmemesi lazým";Þube
Diðer bankalarda çýkan teknoloji ürünleriniz zaman olarak çok sonra sizde görülüyor 24 saat eft gibi;Fonksiyon Eksikliði
Ýletiþim yok alneoyu arýyoruz destek yok çekim yapýyoruz bizde farklý müþteride farklý tutar çýkýyor;Ýlgisizlik
Üzün süredir sizinle çalýþiyorum bi kredi kartý talebinde bulunduk uygun olmadýðýný beyan ediyorsunuz küresi kartý vermiyorsunuz öyleyse deðerli müþterimiz diye mesaj atmayan lütfen;Kart
Þube eksiklgi;Þube
Atm kartý bile alamýyorum. Albaraka ile çalýþmak büyük fedakarlýk gerektirir. Ama maalesef günümüz insaný bu konuda pek anlayýþlý deðil..;Kart
Mobil açmak zulüm gibi;Yavaþ
Çok yavas;Yavaþ
Çok yavaþ,;Yavaþ
Çok kötü diðer bankalarýn mobil uygulamalarýna bakýp daha hýzlý daha güzel olabilirdi;Yavaþ
Ana ekran çok karýþýk;Kullanýþsýz
Yavaþ;Yavaþ
"Mobil þube güncel deðil .
Browserdan gördüðüm k.kartýmýn ekstresi kesilmiþ 
Mobil þubede gözükmüyor.";Fonksiyon Eksikliði
Bir ziraat mobil veya bir denizbank mobili ornek almanizi isterim.kamera iban okumaniz çok zayýf;Fonksiyon Eksikliði
Yardýmcý olunmuyor;Ýlgisizlik
Kullanimda diger banka subelerde gormedigimiz sorunlar goruyoruz.;Çalýþmýyor - Hata Veriyor
Belki bu puaný bile hak etmiyor ama Albaraka olduðu için verdim çünkü uygulama çok ama çok yavaþ yarým saat düþünüyor;Yavaþ
Ýlgelenme yok Ýnternet bankacilik giriþ olmuyor daima sorun oluyor;Çalýþmýyor - Hata Veriyor
Selam sana hesap açmak isteyen bir çok tanýdýðým ve arkadaþým var ama Sultan Gazi þahsi hesap açmak için 2800 alýyor.;Þube
Herþeyiyle bankanýzýn hizmetleri çok iyi ama fast iþlemleri yaparken çok zor iban numarasýný gelmemesi çok kötü;Hýzlý Ýþlemlerle FAST Olmamasý
Limit artýrmýyor;Kart
Ýstediðim birime zor ulaþmak  müþteri temsilcisi gerekli özeni itinayý göstermemesi ve sorunun çözülmemesi sonuç alýnmamasý gibi nedenler;Ýlgisizlik
Çok aðýr çalýþýyor,bazen kapanmýyor, sayfalar arasý da yavaþ;Yavaþ
Mobil þubeye giriþ çok yavaþ;Yavaþ
Þubelere gittiðimizde çok katýlar biraz daha  yapýcý güler yüzlü olabilirler...;Þube
Sýrada çok bekliyoruz .yýllardýr müþterisiyim bankanýn...en kýsa zamanda bankami deðiþtirmeyi düþünüyorum..;Þube
Izmir cigli atemeniz sürekli bozuk sürekli kart yutuyor;ATM
Atm çok az postane para çekmelerde para kesiyor;ATM
Albaraka mobil çok yavaþ;Yavaþ
Rakiplerinize göre eksik olduðunu düþündüðüm uygulama kaynaklý eksiklerimiz var.;Fonksiyon Eksikliði
Her zaman yavaþ çalýþýyor.;Yavaþ
Çok aðýr iþlem yapýyor, hesabýma görmek çok zor bekliyorum vaktimi çok alýyor, þikayetçiyim bu konuda.;Yavaþ
Otomatik ödeme talimatkarým hesabýmda para olmasýna raðmen ödenmiyor;Fatura Ödemesi
Kullanýþlý deðil ve Hafta sonlarý çok sýkýntý yaþýyoruz;Kullanýþsýz
Kare kod çalýþmýyor menüler karýþýk uygulama sürekli kapanýyor;QR
Mobil bankacýlýk iþleriniz yavaþ;Yavaþ
Ýnternet bankacýlýðýnýza girmek için 10 dk falan bekliyoruz.Sýkýldýk artýk bu geç girmelerden.;Yavaþ
Hýzlý döviz alýþ satýþ uygulamanýz piyasa deðerinden çok düþük birde vergi olunca bir anlamý hiç kalmýyor;Kur Marjý
Internet bankacýlýðý iþlem yaparken donuyor iþlem yapmaya izin vermiyor. Sistem iyi çalýþmýyor;Çalýþmýyor - Hata Veriyor
Berbat bir uygulama konumu bulamýyor sürekli hata veriyor.  iþlemi tamamlamak üzereyken  her defasýnda kanser ediyor.;Çalýþmýyor - Hata Veriyor
Þubelerinizde iþlem hýzýnýn çok yavaþ olmasý sebebiyle.;Þube
Çünkü çok yavaþ donuyor bazen kitleniyor;Yavaþ
Çoooooooook yavaþ. Mobil þubeye girene kadar beklemek çok sinir bozucu;Yavaþ
Yavaþ;Yavaþ
Herþey zor herþey yavaþ ve ilgisizlik;Yavaþ
Çoðu zaman sisteme girme problemi mevcut. Menüler bazen yavaþ cevap veriyor. ( internet baðlantýsý iyi veya kötü fark etmiyor);Çalýþmýyor - Hata Veriyor
5 tane otomatik ödeme talimatý vermiþim kampanyalara katýlmak için yeni bir talimat isteniyor.yanlýþ buluyorum;Fatura Ödemesi
kullanýmý zor ve para göndermek için her seferinde 3 kez iþlemi baþtan yapýyorum, ayrýca 4 yýldýr sigortalý çalýþan olduðum halde kredi kartý baþvurumu red ettiniz, birde uygulamanýn tam ortasýnda kredi kartý reklamýný görmek istemiyorum.;Kullanýþsýz
Sürekli donma yapýyor sistematik sorunlar var;Çalýþmýyor - Hata Veriyor
"Altýn ve dolardaki alýþ satýþtaki fark ecnebi bankalardan daha çok yaptýnýz bu yanlýþ bir uygulama 
Bakýnýz garanti bankasý ile karþýlaþtýra bilirsiniz";Kur Marjý
Pursaklar bankanizdan para cekmeye gittim. Bankamatike para yukleme yaptiklarini bu nedenle para cekemeyecegimi uzun surecegini soylediler. Bende etlik frum avm yanindaki bankamatike gittim bankamatik kartimi yuttu. Quar kodu ile para cekmeye calistim surekli konum hatasi verdi. Parami baska bankaya havale ettim avm deki bankamatikten Quar kodu ile cektim.;Þube
Mobil hizmet yavaþ ilerliyor;Yavaþ
Mobil uygulama aþýrý kullanýþsýz ve yavaþ.;Yavaþ
Çok fazla prosedür istiyorsunuz;Kullanýþsýz
"Mobil þube kullanýmý zor ve hizmetler sýnýrlý detaylý hizmetler için internet þubesine atýyor.
Mobil þube geliþtirilmeli";Kullanýþsýz
"internetten kart baþ vurdum, olumsuzmus
sonra, sistem kendi teklif ediyor.. yanlýþ iþler yapýyorsunuz. sizlerin Türkiye tarihi 30-40 yýl, daha iyi olmalýsýnýz. þubelerinizde aðýr abiler var.. onlarý da yumuþatýn azýcýk.. kýsaca, kaliteniz artmalý. rica ediyorum kendinizi iyice bir gözleyin. teþekkürler, selametle";Kart
Kayýtlý iþlemlere eft yaparken fast göndermek için yeni giriþ gerekiyor;Hýzlý Ýþlemlerle FAST Olmamasý
Personel yeterli  deðil  sistem yavaþ ilerliyor;Personel
Uygulama Çok yavaþ ve sürekli donuyor;Yavaþ
Çok yavaþ;Yavaþ
Para transfer bölümünde Her seferinde beyaz bir ekran çýkýyor ve iþlemi tamamlayamýyorum;Çalýþmýyor - Hata Veriyor
Sistem kötü yavaþ ve kullanýþsýz;Yavaþ
Çok kullanýþlý deðil örn. Ödeme yada havale yaparken sürekli hesap seçmek zorunda kalýyoruz tek hesabýmýz olmasýna raðmen;Kullanýþsýz
Mobil internet geç açýlýyor.Gereksiz mesaj geliyor.Orneðin 10 tl din gorevileri dernegine kesilse hesaptan para aktarýlmýþ mesajý sabah sabah tereddute sokuyor.Bazen mobil internete giriliþ mesajý çok gec geldiði için,,hesaba baþkasý mý girdi korkusu yaþanýyor.Banka matikyen bir kez para çekeyim dedim onda da para yok dedi;Yavaþ
Hiç Bir  yerde   atm yok müþteri hizmetleri rezillik;ATM
Her yerde atmleriniz yok ve baþka atmden para çekince çok kesinti yapýyorsunuz;ATM
Ýletiþim sýkýntý;Yavaþ
Mobil bank giriþte sürekli sorun yaþamaktayým;Çalýþmýyor - Hata Veriyor
Kayitli kisilere fast olmuyor 5 bin Tl alti butun eft lerin fastten calismasi lazim. Her islem icin internet subesine yonlendiriyor uygulama. Mobilden ne yapacagiz? Kira sertifikasi alicam subeye atiyor.;Fonksiyon Eksikliði
"Gece yolda kaldým 
Araç bankanýzda ipotekli 
Doðru geri bildirim alamadým 
Çoluk çocuk periþan olduk 
Yol yardýmý alamadým 
20 yýlda 1 defa baþýma iþ geldi onda da ne trafik ne kasko ne de kredi kartý iþe yaramadý";Kart
Temsilci telefonlarý açmýyor;Çaðrý Merkezi
Son zamanlarda yaþanan aksaklýklarýnýz;Çalýþmýyor - Hata Veriyor
uygulamaniz yavas aciliyor;Yavaþ
Program çok yavaþ geri yapýnca gelmiyor yapacaðýmýz iþleme birden fazla basmamýz gerekiyor kýymetli maden iþlemleri arasý fark çok;Yavaþ
Çok karýþýk;Kullanýþsýz
kurumsal kullancýlarda eksiklikler var.. en baþta fast yok..;Fonksiyon Eksikliði
Kurumsal mobil bankacýlýða girerken fazlaca hata veriyor girmekte zorluk çekiyoruz.Mesai bitiminden sonrada fast çýkmýyor iþlem bir sonraki güne kalýyor.;Çalýþmýyor - Hata Veriyor
Mobil bankacýlýk çok yavaþ ve kendi kendine kapanýyor;Yavaþ
Ýlglenmiyorlar;Ýlgisizlik
Aðýr çalýþmakta ve Hasablarýmý kendimin belirleyeceði öncelik sýralamasýný yapamýyorum.;Yavaþ
Kredi kartý baþvurusu yapamýyorum;Kart
iPhone da son iþlemler dediðimizde dekontu paylaþ bölümü açýlmýyor düzeltmeniz iyi olur;Çalýþmýyor - Hata Veriyor
Klasik anlayýþ üzerine devam eden düzen;Genel Memnuniyetsizlik
Mobil þube sin derece yavaþ, açýlana kadar caným çýkýyor, lanet böyle mobil þubeye;Yavaþ
"Havale yapamýyorum 
Sürekli hata veriyor uygulama";Çalýþmýyor - Hata Veriyor
Hiç düzenli çalýþmýyor her zaman sýkýntýlý zaten para yatýrmaya korkuyorum hýz bir zaman tek seferde para almiyor;Çalýþmýyor - Hata Veriyor
Kredi kart limiti çok düþük . Kartýn tüm borcu ödenmesi izin verilmiyor . Kartý çok kullanýþlý olmuyor;Kart
Mesai saatleri dýþýnda baþka bankaya eft ücreti yüksek gördüðüm için;Ücret Alýnmasý
Kopmalar ve kayýtlý þifreyi hatýrlamamasý. Diðer bankalara göre Çok yavaþ olmasý.;Çalýþmýyor - Hata Veriyor
Bürokratik iþlemlerin çok olduðu , çok aðýr çalýþan , faizli bankalara gidemediðim için mecburen gittiðim bir finans katýlým olduðu için. (Diðer katýlýmlarda yüksek meblaðli çalýþýrken sizinle ufak çalýþýyoruz);Yavaþ
Bankamatik ve subeleriniz az;ATM
Ailemin tüm bireylerinin þahsi hesabý var, 3 þirket hesabý ve 3 adette albarakanýn pos cihazý mevcut hesabýmda 100.000 ni aþkýn para olmasýna raðmen bugün bulunduðum trent kredi kartý baþvurusu red verdi bu ne saçmalýk;Kart
Mobil e giriþse çok sorun yaþýyorum,daha pratik ve kolay giriþ saðlanmalý???;Çalýþmýyor - Hata Veriyor
Ýnternet þubesine girmek için mobilden þifre oluþtururken güvenlik nedeniyle oturumunuz sona ermiþtir uyarýsý alarak defalarca yeniden girmek zorunda kaldým. Ayrýca mobili kaldýrdým ama internet þubesine girmek istediðimde yine mobil den þifre istedi;Login Problemi
Kredi kartý baþvurusunu online olarak gerçekleþtirememek ve araba cezasý ödemelerini yapamamak. Ayrýca tasarýmsal olarak bazý iyileþtirmeler yapýlabilir. Dijital kart hizmetinden memnunum fakat arayüzünün daha kullanýþlý olmasýný isterdim.;Kart
Yeni açmýþ olduðunuz yatýrým hesabý iþlemleri ve OYAK yatýrým hizmeti berbat..;Yatýrým Ýþlemleri
Kendinizi geliþtiremediniz;Genel Memnuniyetsizlik
Merhaba mobil uygulama çok geç açýlýyor sonrasýnda bize ne bir kredi nede çek  vermediniz ayrýyeten nakit teminat kredi kullanmak istedik onuda kullandirmadiniz o yüzden hesabý da kapatacagiz;Yavaþ
Her zaman aktif deðil;Çalýþmýyor - Hata Veriyor
Vergi ve sgk ödemeleri gibi iþlemleri aplikasyondan yapamýyorum;Fonksiyon Eksikliði
"1.Uygulamaya giriþ yavaþ.
2.Kur korumalý katýlým hesabý dönem sonunda yenilemede ilave yapamýyoruz. Ancak ertesi gün müsade ediyor. Diðer katýlým bankalarýnda bu mümkün.
3.Kurlar giriþ yapýlmadan görme imkaný olsa iyi olur. (Alttaki hesaplama butonu içinde döviz hesaplamasý yapýlýyor.)
4.Tüm hesaplarda topluca hesaplarýn PDF olarak mail gönderme imkaný olsa iyi olur.";Yavaþ
EFT HAVALE YAPAMIYORUM ekran donuyor;Çalýþmýyor - Hata Veriyor
Bazý eksikleri var mobil þubenin diðer finans kurumlarýnýn mobil þubeleri daha kolay albaraka  güncelleme ile yenilemeli;Fonksiyon Eksikliði
aradýgýmý bulmak için zaman harcýyorum;Kullanýþsýz
Çünkü bir kredi kartýnýn elime geçmesi 4- 5 ayý buldu malesef;Kart
Aðýr iþliyor;Yavaþ
Bazý isteklerde uygulama dýþýna yönlendirmesi can sýkýcý..;Webview Açýlmasý
Havale yaparken onaydan sonra daha sonra tekrar deneyin diyor ve o kadar bilgiyi tekrar girmek gerekiyor;Çalýþmýyor - Hata Veriyor
Mobil uygulamanýz çok yavaþ;Yavaþ
Western Union transferleri Al Baraka Mobile üzerinden alýnamaz;Fonksiyon Eksikliði
Kredi kartimin neden hala cevap gelmediðinin cevabýný tam anlamý ile bilgi alamadým temsilciye yönlendirme yapmak durumunda kaldým;Kart
Rezalet bir banka;Genel Memnuniyetsizlik
Pratik bir uygulama deðil diðer mobiller gibi;Kullanýþsýz
Ýçeriði çok sýnýrlý. Daha fazla iþlem yapýlabilir;Fonksiyon Eksikliði
Beyenmiyorum 5yýllýk musrerisiyim;Genel Memnuniyetsizlik
Hiç samimi deðiller ve müþteriye tepeden bakýyorlar maaþýmý almasam önünden geçmem mobil bankadan transfer yapýyorum;Genel Memnuniyetsizlik
Uygulamanýn kullanýmý;Kullanýþsýz
Aþýrý uzun süren iþlemler, son 3 ay için hesap hareketleri istedim vize baþvurusu için, þube dýþýndan hesap hareketlerime eriþemedikleri için benim hesabýmýn olduðu þubeye istekte bulundular oradan gelen evrak imzalanýp bana tekrar iletildi. Ýki arkadaþ ayný anda iþleme baþladýk o garanti bankasý ben Albaraka, onun iþi 5 dk sürdü benim 1,5 saat. Bu kabul edilebilir bir durum asla deðil, inanýn her seferinde sorguluyorum neden burayla çalýþýyorum diye.;Yavaþ
Fon kullanmam sisteminiz güncel deðil. Mobil internet çok aðýr.;Yavaþ
SÝSTEMÝNÝZ HÝÇ ÇALIÞMIYOR ÇOK BERBAT BÝR SÝSTEM. YAPMIÞSINIZ;Çalýþmýyor - Hata Veriyor
Sistem çok aðýr;Yavaþ
Genel anlamda sadece kendini düþünen bir banka. Promosyon ücretleri en düþük, kendi musterisine kredi vs için asla yardýmcý olmuyor. Maaþ bankamýz ama bir daha bu bankayý secmemeleri için her þeyi yapacaðýz;Genel Memnuniyetsizlik
"Hatalar oluyor bazý hizmetler birden duruyor 
Mevcut hizmet yeterli deðil";Çalýþmýyor - Hata Veriyor
Kredi kartýný ödemek istiyorum mesela 11.000 lira gelen kredi kartýmý maalesef banka sisteminden dolayý 9.999 TL'sini önce ödeyebiliyorum kalanýný da bir sonraki gün ödemem gerekiyor bir buçuk yýldýr bu sistemi düzeltmek için size defalarca telefon ettim buiþlemi þubeden yapabileceðinizi söylüyorsunuz þubeye gidiyorum abi biz genel merkeze gönderdik diyor bir türlü düzeltemedi bu kadar basit bir olayý düzeltemeyiþinizden dolayý 0 puan veriyorum;Kullanýþsýz
Banka kartým gelmedi kaç ay ve gün oldu;Kart
Okul taksit sistemi üzerinden onay yaparken sýkýntý yaþýyorum;Çalýþmýyor - Hata Veriyor
Sýkýntýlý ve yavaþ ve biraz yeniliklerden geri kaldýðýný düþünüyorum;Çalýþmýyor - Hata Veriyor
Mobil uygulamanýzdaki hizmetler çok çok az Bu hizmetlerin çoðalmasýný bekliyoruz;Fonksiyon Eksikliði
seçenek az;Fonksiyon Eksikliði
Mobilde iþlemler daha basit, arayüz daha sade hale getirilebilir, yapý krediyi incelemenizi öneririm.katýlým bankasý olduðunuz için sizden vazgeçmiyorum kolay gelsin ??;Kullanýþsýz
Çünkü çok yavaþ ve insana hizmet yok;Yavaþ
Çok yavaþ;Yavaþ
Personel çok iyi, sizin anlamsýz ve haksýz masraf kesintileri. Diðer bankalarýn deðerini anladýk.;Ücret Alýnmasý
Müþteri hizmetleri temsilcisine ulaþmak deveyi hendek atlatmaktan daha zor olmuþ. Eskiden böyle saçma sapan sorular yoktu. Böyle devam ederse yýllardýr beraber çalýþtýðým albaraka ya veda edeceðim.;Çaðrý Merkezi
Mesaja. Banka kartý durumu mu göremiyorum;Fonksiyon Eksikliði
Ýnanilmaz yavaþ çalýþýyor ödemeler eksik gss ödemeleri yok vodafone net ödemeleri yok cok fazla eksik var en önemlisi de çok yavaþ;Yavaþ
Bankanýzda eleman deðiþimi çok fazla oluyor. Bazen kimseyi tanýyamýyorum herkes deðiþmiþ;Personel
Mobil bankacýlýk hizmetleri çok yavaþ bazen de sayfa birden kayboluyor ve veya donakalýyor;Yavaþ
Sisteminin yavaþ iþliyor. Borsada alým yapmak için ne fiyat yazabiliyorum, ne de menuden istediðim fiyata ulaþabiliyorum, çok kötü.;Yavaþ
Sistem çok yavaþ çalýþýyor.. Telefon da mobil uygulamanýzý kapatmak açmak çok zaman alýyor... Bazen hiç kapanmýyor.   Buna acil çözüm bulunuz.!;Yavaþ
Mobil þubeniz aðýr iþliyor bide kayýtlý iþlemleri Fast te yapamýyorum Fast bölümüne ayrý girip yapmam gerekiyor diðer banka Mobil þubeden kayýtlý iþlemlere giriyorum Fast diye ayrým yok Fast limitine ise direk çekiyor;Yavaþ
Zorluklar;Kullanýþsýz
Ýnternet bankacýlýðý sisteminiz çok yavaþ ilerliyor;Yavaþ
Çok yavaþ;Yavaþ
Geliþtirilmesi gerekmektedir;Fonksiyon Eksikliði
Giriþ çok çok çok yavaþ sistem yavaþ;Yavaþ
Birçok bankanýn mobil uygulamasýný kullanýyorum. En çok hata veren, en fazla iþlem sonlandýramayan uygulama Albaraka. Çok sýký güvenlik adý altýnda tekrar giriþ yapabilmek adýna en çok sýkýntý veren banka..;Çalýþmýyor - Hata Veriyor
Mardin derikte maaþ alýyoruz banka masraf parasý alýyor bankamatiðiniz yok;Ücret Alýnmasý
Mobil iþlem çok yavaþ(soru dýþý paramýz pul oldu yýllardýr kredi kartý limitim 10 bin tl müracaat ediyoruz sonuç ayný bu þartlarda mobil bankacýlýðýn neresine puan verelim?);Yavaþ
Yavaþ ve çok sýk arza veriyor;Yavaþ
Diðer bankalardan geriden geliyorsunuz;Fonksiyon Eksikliði
Bankamatik olmamasýndan dolayý;ATM
Sigorta bölümü çalýþmýyor;Çalýþmýyor - Hata Veriyor
Mobiliniz berbat donup kalýyor çok yavaþ çok zamanýmýzý alýyor diðer mobil lere göre çok geride kalmýþ;Çalýþmýyor - Hata Veriyor
Herseye erisemiyorum;Fonksiyon Eksikliði
mobil bankacýlýk çok geç açýlýyor;Yavaþ
Ýþlemler çok yavaþ;Yavaþ
Bazý ýslemleri mobil þubede yapamiyorum;Fonksiyon Eksikliði
Cok yavaþ iþlem yapýyor;Yavaþ
Mobil bankacýlýk hizmetleri daha verimli, daha hýzlý, daha çeþitli ve kolay olabilir.;Yavaþ
Mobil uygulamanýn kullanmasý maalesef zor. Menülere ulaþmak hatýrlamak zor. Ancak FAST gönderimi çok baþarýlý. FAST i tanýmlamak kolay. Döviz altýn aralýklarý çok yüksek.;Kullanýþsýz
